ID	COGID	CONCEPT	CONCEPTINSOURCE	DOCULECT	FORM	NOTE	PROTOSET	TOKENS	VALUE	SOURCE	ALIGNMENT	STRUCTURE	COGIDS
3945	426	*dar	dar	Huarayo	kia	(!)	421	k   i   a	kia-		k   i   a	C 0 0 V 0 0 V	426
3934	426	*dar	give	Maropa	tia	None	421	t   i   a	tiana	Heath1883	t   i   a	C 0 0 V 0 0 V	426
3928	426	*dar	dar	ProtoTakana	tia	None	421	t   i   a	tia-		t   i   a	C 0 0 V 0 0 V	426
3933	426	*dar	give	Reyesano	tia	None	421	t   i   a	tia-he-teʔeme		t   i   a	C 0 0 V 0 0 V	426
3929	426	*dar	dar,atrás	Tacana	tia	Concept 'atrás' taken from Armentia	421	t   i   a	tia-		t   i   a	C 0 0 V 0 0 V	426
2792	314	*dar de comer	carnaza	Cavinena	miwa	None	294	m   i   w   a	e-miwa-ki		m   i   w   a	C 0 0 V 0 0 C 0 0 V	314
2790	314	*dar de comer	dar de comer	ProtoTakana	miwa	None	294	m   i   w   a	miwa		m   i   w   a	C 0 0 V 0 0 C 0 0 V	314
2791	314	*dar de comer	dar de comer	Tacana	miwa	None	294	m   i   w   a	miwa-		m   i   w   a	C 0 0 V 0 0 C 0 0 V	314
113	61	*de quién	cuyo	Cavinena	aiha	None	3	a     i   h   a	aiha-kie	Armentia1887	a   -   i   h   a	V 0 0 0 0 V 0 0 C 0 0 V	61
114	61	*de quién	de quién?	EseEjja	ahea	None	3	a   h   e     a	ahea		a   h   e   -   a	V 0 0 C 0 0 V 0 0 0 0 V	61
111	61	*de quién	de quién	ProtoTakana	aʔisa	None	3	a   ʔ   i   s   a	aʔisa		a   ʔ   i   s   a	V 0 0 C 0 0 V 0 0 C 0 0 V	61
112	61	*de quién	de quién	Tacana	aisa	None	3	a     i   s   a	aisa		a   -   i   s   a	V 0 0 0 0 V 0 0 C 0 0 V	61
4676	502	*defecar	defecar	EseEjja	se	None	495	s   e	see-		s   e	C 0 0 V	502
4678	502	*defecar	cagar	Huarayo	se	None	495	s   e	sekwe,setikwe		s   e	C 0 0 V	502
4673	502	*defecar	defecar	ProtoTakana	ze	None	495	z   e	ze		z   e	C 0 0 V	502
4674	502	*defecar	diarrea	Tacana	ðe	None	495	ð   e	dhe-ne		ð   e	C 0 0 V	502
2952	337	*defender,tener mezquindad	defender,tener mezquindad	EseEjja	nawe	None	313	n   a   w   e	nawe-		n   a   w   e	C 0 0 V 0 0 C 0 0 V	337
2950	337	*defender,tener mezquindad	defender,tener mezquindad	ProtoTakana	nawe	None	313	n   a   w   e	nawe		n   a   w   e	C 0 0 V 0 0 C 0 0 V	337
2951	337	*defender,tener mezquindad	mesquino,miserable	Tacana	naβe	None	313	n   a   β   e	me-nave-da		n   a   β   e	C 0 0 V 0 0 C 0 0 V	337
1862	213	*dejar,poner	poner,dejar,servir	Cavinena	ija	None	175	i   j   a	iya-		i   j   a	V 0 0 C 0 0 V	213
1855	213	*dejar,poner	dejar,poner	ProtoTakana	ija	None	175	i   j   a	iya-		i   j   a	V 0 0 C 0 0 V	213
1856	213	*dejar,poner	dejar,poner	Tacana	itʃa	None	175	i   t ʃ   a	iča-		i   t ʃ   a	V 0 0 C C 0 0 V	213
1935	9	*derivative suffix with reference to body parts	derivative suffix with reference to body parts	Cavinena	ka	There is no concept in the source.	198	k   a	-ka		k   a	C 0 0 V	9
1936	9	*derivative suffix with reference to body parts	derivative suffix with reference to body parts	EseEjja	xa	None	198	x   a	-xa		x   a	C 0 0 V	9
1934	9	*derivative suffix with reference to body parts	derivative suffix with reference to body parts	Tacana	ha	There is no concept in the source.	198	h   a	-ha		h   a	C 0 0 V	9
3282	370	*desatar	desatar,desligar	Cavinena	piso	None	350	p   i   s   o	piso-	Armentia1887	p   i   s   o	C 0 0 V 0 0 C 0 0 V	370
3283	370	*desatar	desatar	EseEjja	piʃo	None	350	p   i   ʃ   o	pišo-		p   i   ʃ   o	C 0 0 V 0 0 C 0 0 V	370
3279	370	*desatar	desatar	ProtoTakana	pizu	None	350	p   i   z   u	pizu		p   i   z   u	C 0 0 V 0 0 C 0 0 V	370
3280	370	*desatar	se desata,hay que desatar	Tacana	pidu	None	350	p   i   d   u	pidu-tahi	Armentia1887	p   i   d   u	C 0 0 V 0 0 C 0 0 V	370
2012	234	*descansar	descansar,reposar	Cavinena	kana	Concept 'reposar' taken from Armentia	205	k   a   n   a	kana-hara-		k   a   n   a	C 0 0 V 0 0 C 0 0 V	234
2008	234	*descansar	descansar	ProtoTakana	kana	None	205	k   a   n   a	kana		k   a   n   a	C 0 0 V 0 0 C 0 0 V	234
2009	234	*descansar	descansar	Tacana	hana	None	205	h   a   n   a	hana-wa-		h   a   n   a	C 0 0 V 0 0 C 0 0 V	234
3236	362	*desenganchar	labrar,desbastar	Cavinena	peho	Concept 'desbastar' taken from Armentia	343	p   e   h   o	peho-		p   e   h   o	C 0 0 V 0 0 C 0 0 V	362
3237	362	*desenganchar	desenganchar	EseEjja	peho	None	343	p   e   h   o	peho-		p   e   h   o	C 0 0 V 0 0 C 0 0 V	362
3234	362	*desenganchar	desenganchar	ProtoTakana	pesu	None	343	p   e   s   u	pesu-		p   e   s   u	C 0 0 V 0 0 C 0 0 V	362
3235	362	*desenganchar	peinar,desenganchar,zafar,resbalar	Tacana	pesu	Concepts 'zafar,resbalar' taken from Armentia	343	p   e   s   u	pesu-		p   e   s   u	C 0 0 V 0 0 C 0 0 V	362
1834	218	*desgranar	granoso	Cavinena	iruru	None	171	i   r   u   r   u	iruru-a-ki	Armentia1887	i   r   u   r   u	V 0 0 C 0 0 V 0 0 C 0 0 V	218
1831	218	*desgranar	desgranar	ProtoTakana	iɽuɽu	None	171	i   ɽ   u   ɽ   u	iřuřu		i   ɽ   u   ɽ   u	V 0 0 C 0 0 V 0 0 C 0 0 V	218
1832	218	*desgranar	desgranar	Tacana	iruru	None	171	i   r   u   r   u	iruru-a-		i   r   u   r   u	V 0 0 C 0 0 V 0 0 C 0 0 V	218
4825	996	*desiderative	desiderative	Cavinena	ka	There is no concept in the source.	197	k   a	ka-		k   a	C 0 0 V	996
4826	996	*desiderative	reflexive (interés del sujeto) preffix	EseEjja	xa		197	x   a	xa-		x   a	C 0 0 V	996
4814	996	*desiderative	desiderative	ProtoTakana	ka		197	k   a	ka-		k   a	C 0 0 V	996
4824	996	*desiderative	desiderative	Tacana	ha	There is no concept in the source.	197	h   a	ha-		h   a	C 0 0 V	996
563	71	*desidia	desidia	Cavinena	badu	None	38	b   a   d   u	badu-da	Armentia1887	b   a   d   u	C 0 0 V 0 0 C 0 0 V	71
560	71	*desidia	desidia	ProtoTakana	badu	None	38	b   a   d   u	badu-		b   a   d   u	C 0 0 V 0 0 C 0 0 V	71
561	71	*desidia	impertinente,molesto	Tacana	badu	None	38	b   a   d   u	badu-ha-da	Armentia1887	b   a   d   u	C 0 0 V 0 0 C 0 0 V	71
4485	483	*desnudar,sacar,destejar	destejar,destramer,desdorar,despojar	Cavinena	βika	None	474	β   i   k   a	wika	Armentia1887	β   i   k   a	C 0 0 V 0 0 C 0 0 V	483
4481	483	*desnudar,sacar,destejar	desnudar,sacar,destejar	ProtoTakana	wika	None	474	w   i   k   a	wika		w   i   k   a	C 0 0 V 0 0 C 0 0 V	483
4482	483	*desnudar,sacar,destejar	desnudar,sacar	Tacana	βiha	None	474	β   i   h   a	wiha-		β   i   h   a	C 0 0 V 0 0 C 0 0 V	483
3696	402	*después	además	Cavinena	hu	None	396	h   u	hu-acu	Armentia1887	h   u	C 0 0 V	402
3697	402	*después	por él	EseEjja	ho	None	396	h   o	e-ho		h   o	C 0 0 V	402
3701	402	*después	allí	Huarayo	ho	None	396	h   o	ho-ma-ho		h   o	C 0 0 V	402
3685	402	*después	después	ProtoTakana	su	*su1?	396	s   u	su-		s   u	C 0 0 V	402
3686	402	*después	después	Tacana	su	None	396	s   u	su-ču		s   u	C 0 0 V	402
3951	427	*detrás,atrás	de revés,pasado,mañana,anteayer,atrás	Cavinena	tibe	Concept 'atrás' taken from Armentia	421	t   i   b   e	tibe-ne		t   i   b   e	C 0 0 V 0 0 C 0 0 V	427
3946	427	*detrás,atrás	detrás,atrás	ProtoTakana	tibe	None	421	t   i   b   e	tibe(i)		t   i   b   e	C 0 0 V 0 0 C 0 0 V	427
3947	427	*detrás,atrás	atrás (de persona)	Tacana	tibe	None	421	t   i   b   e	e-tibei-ne-su		t   i   b   e	C 0 0 V 0 0 C 0 0 V	427
1693	200	*diablo,zorro	diablo,zorro	Cavinena	ihawa	None	158	i   h   a   w   a	ihawa		i   h   a   w   a	V 0 0 C 0 0 V 0 0 C 0 0 V	200
1699	200	*diablo,zorro	diablo	EseEjja	eʃawa	None	158	e   ʃ   a   w   a	ešawa		e   ʃ   a   w   a	V 0 0 C 0 0 V 0 0 C 0 0 V	200
1690	200	*diablo,zorro	diablo,zorro	ProtoTakana	iʃawa	Čamik forms appear to be based on *jawa	158	i   ʃ   a   w   a	ijawa		i   ʃ   a   w   a	V 0 0 C 0 0 V 0 0 C 0 0 V	200
1692	200	*diablo,zorro	demonio	Sapibokona	isaba	None	158	i   s   a   b   a	isaba		i   s   a   b   a	V 0 0 C 0 0 V 0 0 C 0 0 V	200
1691	200	*diablo,zorro	diablo	Tacana	iʃawa	iřawa? | /ičawa/ taken from Armentia	158	i   ʃ   a   w   a	išawa,ičawa		i   ʃ   a   w   a	V 0 0 C 0 0 V 0 0 C 0 0 V	200
1106	141	*diente	tooth	Arasa	se	None	98	s   e	ese	Nordenskiöld1905	s   e	C 0 0 V	141
1093	141	*diente	diente	Cavinena	tse	None	98	t s   e	e-ce		t s   e	C C 0 0 V	141
1105	141	*diente	tooth	Chama	se	None	98	s   e	e-sé		s   e	C 0 0 V	141
1101	141	*diente	diente	EseEjja	se	None	98	s   e	e-se		s   e	C 0 0 V	141
1102	141	*diente	diente	Huarayo	se	None	98	s   e	e-sé		s   e	C 0 0 V	141
1092	141	*diente	teeth	Mabenaro	tsi	None	98	t s   i	itsi		t s   i	C C 0 0 V	141
1089	141	*diente	teeth	Maropa	tʂe	None	98	t ʂ   e	etre	Heath1883	t ʂ   e	C C 0 0 V	141
1079	141	*diente	diente	ProtoTakana	ʈʂe	see also *c̣ewe	98	ʈ ʂ   e	c̣e		ʈ ʂ   e	C C 0 0 V	141
1088	141	*diente	tooth	Reyesano	tse	None	98	t s   e	e-ce		t s   e	C C 0 0 V	141
1091	141	*diente	dente	Sapibokona	tse	None	98	t s   e	echee		t s   e	C C 0 0 V	141
1080	141	*diente	diente	Tacana	ʈʂe	None	98	ʈ ʂ   e	e-ce		ʈ ʂ   e	C C 0 0 V	141
1107	141	*diente	teeth	Tiatinahua	se	None	98	s   e	ese	Fast	s   e	C 0 0 V	141
3820	415	*dormir	dormir	Cavinena	taβi	None	412	t   a   β   i	tawi-		t   a   β   i	C 0 0 V 0 0 C 0 0 V	415
3826	415	*dormir	dormir	EseEjja	kawi	None	412	k   a   w   i	kawi-		k   a   w   i	C 0 0 V 0 0 C 0 0 V	415
3829	415	*dormir	dormilón	Huarayo	tawi	None	412	t   a   w   i	tawi-nei		t   a   w   i	C 0 0 V 0 0 C 0 0 V	415
3819	415	*dormir	sleep	Maropa	tabi	None	412	t   a   b   i	tabi	Heath1883	t   a   b   i	C 0 0 V 0 0 C 0 0 V	415
3816	415	*dormir	dormir	ProtoTakana	tawi	None	412	t   a   w   i	tawi		t   a   w   i	C 0 0 V 0 0 C 0 0 V	415
3818	415	*dormir	sleep	Reyesano	taβi	None	412	t   a   β   i	tabhi-he		t   a   β   i	C 0 0 V 0 0 C 0 0 V	415
3817	415	*dormir	dormir	Tacana	taβi	None	412	t   a   β   i	tawi-		t   a   β   i	C 0 0 V 0 0 C 0 0 V	415
786	105	*dos	two	Araona	beta	None	61	b   e   t   a	beta		b   e   t   a	C 0 0 V 0 0 C 0 0 V	105
787	105	*dos	dos	Cavinena	beta	None	61	b   e   t   a	beta		b   e   t   a	C 0 0 V 0 0 C 0 0 V	105
796	105	*dos	2	Chama	beka	None	61	b   e   k   a	béka		b   e   k   a	C 0 0 V 0 0 C 0 0 V	105
789	105	*dos	dos	EseEjja	beka	None	61	b   e   k   a	beka		b   e   k   a	C 0 0 V 0 0 C 0 0 V	105
795	105	*dos	dos	Huarayo	bea	cognate?	61	b   e     a	beabué		b   e   -   a	C 0 0 V 0 0 0 0 V	105
784	105	*dos	two	Maropa	beta	None	61	b   e   t   a	beta	Heath1883	b   e   t   a	C 0 0 V 0 0 C 0 0 V	105
781	105	*dos	dos	ProtoTakana	beta	None	61	b   e   t   a	beta		b   e   t   a	C 0 0 V 0 0 C 0 0 V	105
783	105	*dos	two	Reyesano	m.beta	None	61	m . b   e   t   a	mbeta		m . b   e   t   a	C 0 C 0 0 V 0 0 C 0 0 V	105
785	105	*dos	two	Sapibokona	beta	None	61	b   e   t   a	beta		b   e   t   a	C 0 0 V 0 0 C 0 0 V	105
782	105	*dos	dos	Tacana	beta	None	61	b   e   t   a	beta		b   e   t   a	C 0 0 V 0 0 C 0 0 V	105
797	105	*dos	2	Tiatinahua	bika	or '4'?	61	b   i   k   a	bikapiai		b   i   k   a	C 0 0 V 0 0 C 0 0 V	105
1114	8	*dual suffix	nosotros dos	Cavinena	tse	None	99	t s   e	ya-ce		t s   e	C C 0 0 V	8
1108	8	*dual suffix	dual suffix	ProtoTakana	ʈʂe	None	99	ʈ ʂ   e	-c̣e		ʈ ʂ   e	C C 0 0 V	8
1109	8	*dual suffix	Uds. (dual/intrans.)	Tacana	ʈʂe	None	99	ʈ ʂ   e	me-ce-da		ʈ ʂ   e	C C 0 0 V	8
2711	304	*dueño	dueño	EseEjja	mese	None	285	m   e   s   e	e-yowa-mese		m   e   s   e	C 0 0 V 0 0 C 0 0 V	304
865	113	*dulce	endulzer	EseEjja	bika	None	71	b   i   k   a	bikia-		b   i   k   a	C 0 0 V 0 0 C 0 0 V	113
861	113	*dulce	dulce	ProtoTakana	bita	None	71	b   i   t   a	bita		b   i   t   a	C 0 0 V 0 0 C 0 0 V	113
864	113	*dulce	dolce	Sapibokona	βita	None	71	β   i   t   a	vitame		β   i   t   a	C 0 0 V 0 0 C 0 0 V	113
862	113	*dulce	dulce	Tacana	bita	None	71	b   i   t   a	bita-da		b   i   t   a	C 0 0 V 0 0 C 0 0 V	113
3737	408	*duro,fuerte	endurar,cuajar	Cavinena	tada	None	401	t   a   d   a	tada-ta-		t   a   d   a	C 0 0 V 0 0 C 0 0 V	408
3749	408	*duro,fuerte	endurecerse	EseEjja	taʔa	None	401	t   a   ʔ   a	kia-taʔa-ne		t   a   ʔ   a	C 0 0 V 0 0 C 0 0 V	408
3732	408	*duro,fuerte	duro,fuerte	ProtoTakana	tada	None	401	t   a   d   a	tada-		t   a   d   a	C 0 0 V 0 0 C 0 0 V	408
3736	408	*duro,fuerte	hard	Reyesano	tadza	None	401	t   a   d z   a	tandza-me		t   a   d z   a	C 0 0 V 0 0 C C 0 0 V	408
3733	408	*duro,fuerte	duro	Tacana	tada	None	401	t   a   d   a	tada-da		t   a   d   a	C 0 0 V 0 0 C 0 0 V	408
1215	151	*día,fiesta	fiesta grande	Cavinena	tʃine	None	109	t ʃ   i   n   e	čine aridake		t ʃ   i   n   e	C C 0 0 V 0 0 C 0 0 V	151
1224	151	*día,fiesta	afternoon	Chama	sine	None	109	s   i   n   e	sinékwa		s   i   n   e	C 0 0 V 0 0 C 0 0 V	151
1219	151	*día,fiesta	temprano en la tarde	EseEjja	sine	None	109	s   i   n   e	sine-kwa		s   i   n   e	C 0 0 V 0 0 C 0 0 V	151
1213	151	*día,fiesta	in (this) day	Guariza	tʃine	None	109	t ʃ   i   n   e	chinezu		t ʃ   i   n   e	C C 0 0 V 0 0 C 0 0 V	151
1222	151	*día,fiesta	oscuro	Huarayo	sine	None	109	s   i   n   e	sine-nahi		s   i   n   e	C 0 0 V 0 0 C 0 0 V	151
1211	151	*día,fiesta	day	Maropa	tʂine	None	109	t ʂ   i   n   e	tríne	Heath1883	t ʂ   i   n   e	C C 0 0 V 0 0 C 0 0 V	151
1208	151	*día,fiesta	día,fiesta	ProtoTakana	ʈʂine	None	109	ʈ ʂ   i   n   e	c̣ine		ʈ ʂ   i   n   e	C C 0 0 V 0 0 C 0 0 V	151
1214	151	*día,fiesta	day	Sapibokona	tʃine	None	109	t ʃ   i   n   e	chine		t ʃ   i   n   e	C C 0 0 V 0 0 C 0 0 V	151
1209	151	*día,fiesta	día,fiesta	Tacana	ʈʂine	None	109	ʈ ʂ   i   n   e	cine		ʈ ʂ   i   n   e	C C 0 0 V 0 0 C 0 0 V	151
4820	992	*echar	chorrear	Cavinena	ho	None	195	h   o	ho-ri-		h   o	C 0 0 V	992
4821	992	*echar	rocio	EseEjja	ʃo	None	195	ʃ   o	šo		ʃ   o	C 0 0 V	992
4811	992	*echar	echar	ProtoTakana	ʃu	None	195	ʃ   u	ju-		ʃ   u	C 0 0 V	992
4819	992	*echar	echar,vaciar	Tacana	ɽu	None	195	ɽ   u	řu-		ɽ   u	C 0 0 V	992
708	95	*encima	encima,sobre,muy	Cavinena	diake	Concept 'muy' taken from Armentia | Kav forms may well not be cognate. While morphologically these forms resemble those of Takana and Eseʔexa, a different root may be involved. The correspondance Tak. bea : Kav. dya may then be quite fictional.	55	d   i   a   k   e	dʲake		d   i   a   k   e	C 0 0 V 0 0 V 0 0 C 0 0 V	95
718	95	*encima	encima	EseEjja	biaxe	Kav forms may well not be cognate. While morphologically these forms resemble those of Takana and Eseʔexa, a different root may be involved. The correspondance Tak. bea : Kav. dya may then be quite fictional.	55	b   i   a   x   e	biaxe		b   i   a   x   e	C 0 0 V 0 0 V 0 0 C 0 0 V	95
719	95	*encima	encima	Huarayo	bia	Kav forms may well not be cognate. While morphologically these forms resemble those of Takana and Eseʔexa, a different root may be involved. The correspondance Tak. bea : Kav. dya may then be quite fictional.	55	b   i   a    	e-biahe		b   i   a   -   -	C 0 0 V 0 0 V 0 0 0 0	95
706	95	*encima	encima	ProtoTakana	beake	None	55	b   e   a   k   e	beake		b   e   a   k   e	C 0 0 V 0 0 V 0 0 C 0 0 V	95
707	95	*encima	por encima,montado	Tacana	bia	None	55	b   i   a    	e-bia-he		b   i   a   -   -	C 0 0 V 0 0 V 0 0 0 0	95
1351	167	*encontrar	encuentro de un río	Cavinena	tsuru	None	125	t s   u   r   u	curu-ca	Armentia1887	t s   u   r   u	C C 0 0 V 0 0 C 0 0 V	167
1346	167	*encontrar	encontrar	ProtoTakana	ʈʂuru	None	125	ʈ ʂ   u   r   u	c̣uru		ʈ ʂ   u   r   u	C C 0 0 V 0 0 C 0 0 V	167
1347	167	*encontrar	andar encontrar	Tacana	ʈʂu	None	125	ʈ ʂ   u    	cu-tiya-		ʈ ʂ   u   -   -	C C 0 0 V 0 0 0 0	167
2965	341	*enfermedad	pobre	Cavinena	nere	None	315	n   e   r   e	nere-ka-da		n   e   r   e	C 0 0 V 0 0 C 0 0 V	341
2974	341	*enfermedad	duele	EseEjja	nee	None	315	n   e     e	kea-nee		n   e   -   e	C 0 0 V 0 0 0 0 V	341
2958	341	*enfermedad	enfermedad	ProtoTakana	nere	None	315	n   e   r   e	nere		n   e   r   e	C 0 0 V 0 0 C 0 0 V	341
2959	341	*enfermedad	enfermedad	Tacana	ne	None	315	n   e    	ne-da		n   e   -   -	C 0 0 V 0 0 0 0	341
4757	509	*ensartar,costurar	costurar	EseEjja	so	None	503	s   o	so-ko-		s   o	C 0 0 V	509
4750	509	*ensartar,costurar	ensartar,costurar	ProtoTakana	zu	None	503	z   u	zu		z   u	C 0 0 V	509
4756	509	*ensartar,costurar	fishbook	Reyesano	so	None	503	s   o	e-so-ra-hi		s   o	C 0 0 V	509
4751	509	*ensartar,costurar	ensartar	Tacana	ðu	None	503	ð   u	dhu-e-		ð   u	C 0 0 V	509
3104	350	*enterrar	sepultar,enterrar	Cavinena	pa	None	327	p   a	pa-pa		p   a	C 0 0 V	350
3113	350	*enterrar	destapar,abrir	EseEjja	pa	None	327	p   a	pa-a-he-		p   a	C 0 0 V	350
1504	182	*entrar,centro	entrar	EseEjja	dobi	None	140	d   o   b   i	dobi-		d   o   b   i	C 0 0 V 0 0 C 0 0 V	182
1499	182	*entrar,centro	entrar,centro	ProtoTakana	dubi	None	140	d   u   b   i	dubi		d   u   b   i	C 0 0 V 0 0 C 0 0 V	182
1500	182	*entrar,centro	medula,entrañas,centro	Tacana	dubi	Concepts 'entrañas,centro' taken from Armentia	140	d   u   b   i	e-dubi-ři		d   u   b   i	C 0 0 V 0 0 C 0 0 V	182
1528	188	*envolver	envolver,liar	Cavinena	dono	None	140	d   o   n   o	dono-		d   o   n   o	C 0 0 V 0 0 C 0 0 V	188
1531	188	*envolver	acomodar	EseEjja	dono	None	140	d   o   n   o	dono-		d   o   n   o	C 0 0 V 0 0 C 0 0 V	188
1532	188	*envolver	envolver	Huarayo	dono	None	140	d   o   n   o	dono-		d   o   n   o	C 0 0 V 0 0 C 0 0 V	188
1523	188	*envolver	envolver	ProtoTakana	dunu	None	140	d   u   n   u	dunu		d   u   n   u	C 0 0 V 0 0 C 0 0 V	188
1524	188	*envolver	envolver	Tacana	dunu	None	140	d   u   n   u	dunu-		d   u   n   u	C 0 0 V 0 0 C 0 0 V	188
775	103	*escarbar	delgado	EseEjja	behe	None	59	b   e   h   e	kea-behe		b   e   h   e	C 0 0 V 0 0 C 0 0 V	103
773	103	*escarbar	escarbar	ProtoTakana	bere	None	59	b   e   r   e	bere		b   e   r   e	C 0 0 V 0 0 C 0 0 V	103
774	103	*escarbar	escarbar	Tacana	bere	None	59	b   e   r   e	bere-		b   e   r   e	C 0 0 V 0 0 C 0 0 V	103
3853	423	*esconderse	esconder	Cavinena	tewa	None	417	t   e   w   a	ka-tewa-ho-		t   e   w   a	C 0 0 V 0 0 C 0 0 V	423
3854	423	*esconderse	esconderse	EseEjja	kewa	None	417	k   e   w   a	xa-kewa-ki-		k   e   w   a	C 0 0 V 0 0 C 0 0 V	423
3855	423	*esconderse	esconderse	Huarayo	teβa	None	417	t   e   β   a	ha-tebha-ti-		t   e   β   a	C 0 0 V 0 0 C 0 0 V	423
3852	423	*esconderse	esconderse	ProtoTakana	tewa	None	417	t   e   w   a	tewa		t   e   w   a	C 0 0 V 0 0 C 0 0 V	423
461	89	*espalda	espalda	ProtoTakana	bazede	None	29	b   a   z   e   d   e	bazede		b   a   z   e   d   e	C 0 0 V 0 0 C 0 0 V 0 0 C 0 0 V	89
463	89	*espalda	back of body	Reyesano	m.basedʐe	None	29	m . b   a   s   e   d ʐ   e	e-mbasendze		m . b   a   s   e   d ʐ   e	C 0 C 0 0 V 0 0 C 0 0 V 0 0 C C 0 0 V	89
462	89	*espalda	espalda superior,pulmones	Tacana	baðede	None	29	b   a   ð   e   d   e	badhede		b   a   ð   e   d   e	C 0 0 V 0 0 C 0 0 V 0 0 C 0 0 V	89
695	93	*espalda	riñones	EseEjja	be	None	54	b   e	e-be-tete		b   e	C 0 0 V	93
698	93	*espalda	hombro	Huarayo	be	None	54	b   e	be-be-oho		b   e	C 0 0 V	93
693	93	*espalda	back	Mabenaro	bi	None	54	b   i	ibibakwa		b   i	C 0 0 V	93
1759	203	*esperar	esperar	Cavinena	ihu+a	None	162	i   h   u   +   a	ihu-a-		i   h   u   +   a	V 0 0 C 0 0 V 0 0 + 0 0 V	203
1760	203	*esperar	esperar	EseEjja	iʃo+a	None	162	i   ʃ   o   +   a	išo-a-		i   ʃ   o   +   a	V 0 0 C 0 0 V 0 0 + 0 0 V	203
1757	203	*esperar	esperar	ProtoTakana	iʃu+a	None	162	i   ʃ   u   +   a	iju-a-		i   ʃ   u   +   a	V 0 0 C 0 0 V 0 0 + 0 0 V	203
1758	203	*esperar	esperar	Tacana	iɽu+a	None	162	i   ɽ   u   +   a	iřu-a-		i   ɽ   u   +   a	V 0 0 C 0 0 V 0 0 + 0 0 V	203
4621	495	*espiga	racimo de plátano,espiga	Cavinena	sa	None	487	s   a	e-sa		s   a	C 0 0 V	495
4619	495	*espiga	espiga	ProtoTakana	za	None	487	z   a	za		z   a	C 0 0 V	495
4620	495	*espiga	mecha hecha de chuchío seco usada para luz en el camino y para quemar chacos; antorcha	Tacana	ða	None	487	ð   a	e-dha		ð   a	C 0 0 V	495
2378	6	*espinas	arista	Cavinena	kʷi	None	250	k ʷ   i	kwi-ha-da		k ʷ   i	C 0 0 0 V	6
2380	6	*espinas	espiga	EseEjja	kʷi	None	250	k ʷ   i	kwi-na		k ʷ   i	C 0 0 0 V	6
2376	6	*espinas	espinas	ProtoTakana	kʷi	*(a)kwi?	250	k ʷ   i	(i)kwi		k ʷ   i	C 0 0 0 V	6
2377	6	*espinas	con espinas,espinudo	Tacana	ki	None	250	k   i	ki-da-ki-da-hi	Armentia1887	k   i	C 0 0 V	6
4200	451	*espuma	babear,baba	Cavinena	uba	None	443	u   b   a	uba-asa	Armentia1887	u   b   a	V 0 0 C 0 0 V	451
4196	451	*espuma	espuma	ProtoTakana	uba	None	443	u   b   a	uba		u   b   a	V 0 0 C 0 0 V	451
4197	451	*espuma	espuma	Tacana	uba	None	443	u   b   a	e-uba		u   b   a	V 0 0 C 0 0 V	451
1271	161	*esquina	cuadro	Cavinena	tsuku	None	115	t s   u   k   u	cuku-ki	Armentia1887	t s   u   k   u	C C 0 0 V 0 0 C 0 0 V	161
1272	161	*esquina	semilla	EseEjja	so	None	115	s   o    	e-só		s   o   -   -	C 0 0 V 0 0 0 0	161
1273	161	*esquina	semilla	Huarayo	so	or perhaps from *cu+V	115	s   o    	e-só		s   o   -   -	C 0 0 V 0 0 0 0	161
1267	161	*esquina	esquina	ProtoTakana	ʈʂuku	None	115	ʈ ʂ   u   k   u	c̣uku		ʈ ʂ   u   k   u	C C 0 0 V 0 0 C 0 0 V	161
1268	161	*esquina	ingle	Tacana	ʈʂuhu	None	115	ʈ ʂ   u   h   u	e-cuhu-ema	Armentia1887	ʈ ʂ   u   h   u	C C 0 0 V 0 0 C 0 0 V	161
3417	380	*este,aquí	por aquí	Cavinena	ree	None	363	r   e   e	reeke		r   e   e	C 0 0 V 0 0 V	380
3430	380	*este,aquí	aquí,este	EseEjja	hi	None	363	h   i  	hikio		h   i   -	C 0 0 V 0 0	380
3413	380	*este,aquí	este,aquí	ProtoTakana	ree	N.B. A single protoform, which would satisfy all languages, is difficult to set up. Van Wynen's Tak. and Armentia's Tak. are not at all in agreement. There is no evidence that *r would give Ese. h. All sets of demonstratives in Takanan present extreme difficulty in reconstruction, and we must assume either that Takanan demonstratives evolved in highly erratic and individual ways or that a number of protomorphemes may be involved, some of which at least superficially resembled each other.	363	r   e   e	ree-~rei-		r   e   e	C 0 0 V 0 0 V	380
3414	380	*este,aquí	este	Tacana	je	None	363	j   e  	ye		j   e   -	C 0 0 V 0 0	380
1576	187	*excremento	excremento,excretar,mierda,coagada,cagar	Cavinena	dumi	None	146	d   u   m   i	dumi	Armentia1887	d   u   m   i	C 0 0 V 0 0 C 0 0 V	187
1571	187	*excremento	excremento	ProtoTakana	dumi	None	146	d   u   m   i	dumi		d   u   m   i	C 0 0 V 0 0 C 0 0 V	187
1572	187	*excremento	excremento	Tacana	dumi	None	146	d   u   m   i	dumi		d   u   m   i	C 0 0 V 0 0 C 0 0 V	187
1256	156	*excusar	excusa,excusar,fingir	Cavinena	tʃiβe	None	114	t ʃ   i   β   e	čive	Armentia1887	t ʃ   i   β   e	C C 0 0 V 0 0 C 0 0 V	156
1253	156	*excusar	excusar	ProtoTakana	ʈʂiwe	None	114	ʈ ʂ   i   w   e	c̣iwe		ʈ ʂ   i   w   e	C C 0 0 V 0 0 C 0 0 V	156
