# Wordlist

# DATA
ID	DOCULECT	CONCEPT_NAME	CONCEPT	TOKENS	FORM	COGID	ALIGNMENT
3547	Sharanawa	to crawl	CRAWL	m ɨ ʂ o	mɨʂoi	163	m ɨ ʂ o
3545	ShipiboKonibo	to crawl	CRAWL	m ɨ ʂ o	mɨʂo-	163	m ɨ ʂ o
#
6896	Amawaka	to cry	CRY	w i n	wíniʔí	431	w i n
6891	Chakobo	to cry	CRY	w i n	wini-	431	w i n
6888	Kakataibo	to cry	CRY	i	i-	431	- i -
6890	Kapanawa	to cry	CRY	w i n	wini-	431	w i n
6892	Kaxarari	to cry	CRY	w i	wiʃahi	431	w i -
6897	Korubo	to cry	CRY	w i n	win-	431	w i n
6898	Matis	to cry	CRY	w i n	win-_kin	431	w i n
6899	Mayoruna	to cry	CRY	w i n	win	431	w i n
6887	Proto-Panoan	to cry	CRY	w i rⁿ	wi[n]-	431	w i rⁿ
6894	Sharanawa	to cry	CRY	ɸ i n	ɸini	431	ɸ i n
6889	ShipiboKonibo	to cry	CRY	w i n	wini-	431	w i n
6893	Yaminawa	to cry	CRY	w i	oia	431	w i -
#
819	Amawaka	curassow	CURASSOW	h a ~ s i ~	hãsĩ_I	437	h a ~ s i ~
810	Chakobo	curassow	CURASSOW	h a s i n	hasíni	437	h a - s i n
806	Kakataibo	curassow	CURASSOW	a s i ~	asĩ_o_ãsĩ	437	- a - s i ~
808	Kapanawa	curassow	CURASSOW	h a s i n	hasín	437	h a - s i n
817	Katukina	curassow	CURASSOW	a n s i n	ansin	437	- a n s i n
821	Kaxinawa	curassow	CURASSOW	h a s i ~	hasĩ	437	h a - s i ~
822	Marinawa	curassow	CURASSOW	a s i ~	ásĩ	437	- a - s i ~
809	Marubo	curassow	CURASSOW	a ~ s i ~	ãsĩ̊	437	- a ~ s i ~
818	Poyanawa	curassow	CURASSOW	a ~ s i ~	ãsĩ	437	- a ~ s i ~
805	Proto-Panoan	curassow	CURASSOW	h a ~ s i rⁿ	hãsi[n]	437	h a ~ s i rⁿ
816	Shanenawa	curassow	CURASSOW	a ʂ i n	aʂin	437	- a - ʂ i n
814	Sharanawa	curassow	CURASSOW	a s i n	asin	437	- a - s i n
807	ShipiboKonibo	curassow	CURASSOW	h a s i ~	hasĩ	437	h a - s i ~
813	Yaminawa	curassow	CURASSOW	a ~ s i	ãsi	437	- a ~ s i -
820	Amawaka	curassow	CURASSOW	h a n s i n	hánsin	545	h a n s i n - -
#
1317	Amawaka	to cut	CUT	w ɨ s t ɨ	wɨstɨɨ-	496	w ɨ s t ɨ
1312	Chakobo	to cut	CUT	β ɨ s t ɨ	βɨstɨkɨ-	496	β ɨ s t ɨ
1309	Kakataibo	to cut	CUT	β ɨ s t ɨ	βɨstɨ́	496	β ɨ s t ɨ
1311	Kapanawa	to cut	CUT	β ɨ s t ɨ	βɨstɨ-kin	496	β ɨ s t ɨ
1313	Kaxarari	to cut	CUT	b u s t ɨ	bustɨ-atu	496	b u s t ɨ
1318	Kaxinawa	to cut	CUT	b ɨ s t ɨ	bɨstɨ-	496	b ɨ s t ɨ
1319	Marinawa	to cut	CUT	ɸ ɨ s t ɨ	ɸɨstɨ-	496	ɸ ɨ s t ɨ
1320	Mayoruna	to cut	CUT	b ɨ ʂ t e	bɨʂte	496	b ɨ ʂ t e
1308	Proto-Panoan	to cut	CUT	β ɨ s t ɨ	βɨstɨ-	496	β ɨ s t ɨ
1315	Sharanawa	to cut	CUT	ɸ ɨ s t ɨ	ɸɨstɨi	496	ɸ ɨ s t ɨ
1310	ShipiboKonibo	to cut	CUT	β ɨ s t ɨ	βɨstɨ́	496	β ɨ s t ɨ
1314	Yaminawa	to cut	CUT	m ɨ ʂ t ɨ	mɨʂtɨ	496	m ɨ ʂ t ɨ
5287	Katukina	to cut	CUT	ɾ ɨ ɾ	ɾɨɾa-ai	299	ɾ ɨ ɾ
5667	Amawaka	to cut	CUT	x a t ɨ	xatɨ-	329	x a - t ɨ
5662	Chaninawa	to cut	CUT	ʃ a t ɨ	ʃatɨ	329	ʃ a - t ɨ
5657	Kakataibo	to cut	CUT	ʂ a t ɨ	ʂatɨ-ti	329	ʂ a - t ɨ
5659	Kapanawa	to cut	CUT	ʂ a ʔ t ɨ	ʂaʔtɨ-	329	ʂ a ʔ t ɨ
5666	Katukina	to cut	CUT	ʃ a t i	ʃati-ai	329	ʃ a - t i
5668	Kaxinawa	to cut	CUT	ʂ a t ɨ	ʂatɨ-	329	ʂ a - t ɨ
5669	Marinawa	to cut	CUT	ʂ a t ɨ	ʂatɨ-	329	ʂ a - t ɨ
5660	Marubo	to cut	CUT	ʃ a t ɯ	ˈʃātɯ̆	329	ʃ a - t ɯ
5656	Proto-Panoan	to cut	CUT	ʂ a ʔ t ɨ	ʂaʔtɨ-	329	ʂ a ʔ t ɨ
5665	Shanenawa	to cut	CUT	ʂ a t ɨ	ʂatɨ	329	ʂ a - t ɨ
5663	Sharanawa	to cut	CUT	ʂ a t ɨ	ʂatɨi	329	ʂ a - t ɨ
5658	ShipiboKonibo	to cut	CUT	ʂ a t ɨ	ʂatɨ-	329	ʂ a - t ɨ
5661	Yaminawa	to cut	CUT	ʂ a t ɨ	ʂatɨ	329	ʂ a - t ɨ
5670	Yawanawa	to cut	CUT	ʃ a t ɨ	ʃatɨ-	329	ʃ a - t ɨ
#
3385	Amawaka	to cut hair	CUT (WITH SCISSORS)	m a x k o	maxko-_I	148	m a x k o -
3381	Chakobo	to cut hair	CUT (WITH SCISSORS)	m a ʂ k o	maʂko-	148	m a ʂ k o -
3378	Kakataibo	to cut hair	CUT (WITH SCISSORS)	m a ʂ k o	maʂko-	148	m a ʂ k o -
3386	Kaxinawa	to cut hair	CUT (WITH SCISSORS)	m a ʂ k u ɾ	maʂkuɾu	148	m a ʂ k u ɾ
3387	Marinawa	to cut hair	CUT (WITH SCISSORS)	m a ʂ k o	máʂkó	148	m a ʂ k o -
3377	Proto-Panoan	to cut hair	CUT (WITH SCISSORS)	m a ʂ k o ɽ	maʂkoɽ-	148	m a ʂ k o ɽ
3379	ShipiboKonibo	to cut hair	CUT (WITH SCISSORS)	m a ʂ k o	maʂko-	148	m a ʂ k o -
#
3953	Amawaka	day	DAY (NOT NIGHT)	n ɨ t ɨ	nɨtɨ́́_I	196	n ɨ t ɨ
3949	Kakataibo	day	DAY (NOT NIGHT)	n ɨ t ɨ	nɨtɨ	196	n ɨ t ɨ
3951	Kapanawa	day	DAY (NOT NIGHT)	n ɨ t ɨ	nɨtɨ	196	n ɨ t ɨ
3952	Kaxarari	day	DAY (NOT NIGHT)	l ə t ə	lɨˈtɨ[ləˈtə]	196	l ə t ə
3954	Korubo	day	DAY (NOT NIGHT)	n ɨ t ɨ	nɨtɨn	196	n ɨ t ɨ
3955	Matis	day	DAY (NOT NIGHT)	n ɨ t ɨ	nɨtɨn	196	n ɨ t ɨ
3948	Proto-Panoan	day	DAY (NOT NIGHT)	r ɨ t ɨ	rɨtɨ	196	r ɨ t ɨ
3950	ShipiboKonibo	day	DAY (NOT NIGHT)	n ɨ t ɨ	nɨtɨ	196	n ɨ t ɨ
5634	Marinawa	day	DAY (NOT NIGHT)	ʂ a ɸ a	ʂaɸã	327	ʂ a - ɸ a -
5628	Shanenawa	day	DAY (NOT NIGHT)	ʂ a w a	ʂawa	327	ʂ a - w a -
5635	Yawanawa	day	DAY (NOT NIGHT)	ʃ a β a	ʃaβa	327	ʃ a - β a -
#
4469	Chakobo	deaf	DEAF	p a β ɨ	paβɨʂa	237	p a β ɨ
4466	Kakataibo	deaf	DEAF	p a β ɨ	paβɨ	237	p a β ɨ
4468	Kapanawa	deaf	DEAF	p a β ɨ	paβɨ	237	p a β ɨ
4475	Kaxinawa	deaf	DEAF	p a b ɨ	pabɨdu	237	p a b ɨ
4477	Korubo	deaf	DEAF	p a β ɨ	paβɨʃan	237	p a β ɨ
4465	Proto-Panoan	deaf	DEAF	p a β ɨ	paβɨ	237	p a β ɨ
4467	ShipiboKonibo	deaf	DEAF	p a β ɨ	paβɨ	237	p a β ɨ
4491	Katukina	deaf	DEAF	p a β i	paβi	239	p a β i - -
4641	Amawaka	deaf	DEAF	p a t o	pãto	251	p a t o -
4639	Kakataibo	deaf	DEAF	p a t o	pato	251	p a t o -
4643	Kaxinawa	deaf	DEAF	p a t u	pãtu	251	p a t u -
4645	Marinawa	deaf	DEAF	p a t o	pátó	251	p a t o -
4646	Mayoruna	deaf	DEAF	p a n.d u d	pan.ˈdud	251	p a n.d u d
4638	Proto-Panoan	deaf	DEAF	p a t o t	pãtot	251	p a t o t
4640	ShipiboKonibo	deaf	DEAF	p a t o	pãto	251	p a t o -
#
4592	Amawaka	to deceive	DECEIVE	p a r a ~	pãrã-	245	p a r a ~
4589	Chakobo	to deceive	DECEIVE	p a r a	para-	245	p a r a -
4585	Kakataibo	to deceive	DECEIVE	p a r a ~	parã́-	245	p a r a ~
4587	Kapanawa	to deceive	DECEIVE	p a r a n	parán-	245	p a r a n
4593	Kaxinawa	to deceive	DECEIVE	p a d a ~	padã	245	p a d a ~
4594	Marinawa	to deceive	DECEIVE	p a r a ~	párã	245	p a r a ~
4588	Marubo	to deceive	DECEIVE	p a r a ~	parã	245	p a r a ~
4584	Proto-Panoan	to deceive	DECEIVE	p a ɽ a rⁿ	paɽa[n]-	245	p a ɽ a rⁿ
4590	Sharanawa	to deceive	DECEIVE	p a r a	parai	245	p a r a -
4586	ShipiboKonibo	to deceive	DECEIVE	p a r a ~	parã-́	245	p a r a ~
#
4112	Chaninawa	deep	DEEP	d o a	doa	209	d o a
4110	Kapanawa	deep	DEEP	n o a	noa	209	n o a
4116	Kaxinawa	deep	DEEP	n u a	nua-	209	n u a
4119	Mayoruna	deep	DEEP	n u a	nwá	209	n u a
4107	Proto-Panoan	deep	DEEP	rⁿ o a	[n]oa-	209	rⁿ o a
4113	Sharanawa	deep	DEEP	n o a	noa	209	n o a
4108	ShipiboKonibo	deep	DEEP	n o a	noa-	209	n o a
4111	Yaminawa	deep	DEEP	n o a	noa	209	n o a
4117	Yawanawa	deep	DEEP	n u a	nua	209	n u a
#
2232	Amawaka	to desire	DESIRE	k ɨ ɨ ~	kɨ̃ɨ̃-_I	58	k ɨ ɨ ~
2231	Chakobo	to desire	DESIRE	k ɨ ɨ	kɨɨ-	58	k ɨ ɨ -
2228	Kakataibo	to desire	DESIRE	kʷ ɨ ɨ ~	kwɨɨ̃	58	kʷ ɨ ɨ ~
2230	Kapanawa	to desire	DESIRE	k ɨ ɨ n	kɨɨń_-	58	k ɨ ɨ n
2233	Kaxinawa	to desire	DESIRE	k ɨ ~	kɨ-̃	58	k ɨ - ~
2236	Marinawa	to desire	DESIRE	k ɨ ɨ ~	kɨ̃ɨ̃	58	k ɨ ɨ ~
2227	Proto-Panoan	to desire	DESIRE	kʷ ɨ ɨ ~	kwɨɨ̃-	58	kʷ ɨ ɨ ~
2229	ShipiboKonibo	to desire	DESIRE	k ɨ ɨ ~	kɨɨ̃	58	k ɨ ɨ ~
#
3419	Kapanawa	to die	DIE	m a w a	mawa-	152	m a w a
3420	Kaxinawa	to die	DIE	m a w a	mawa-	152	m a w a
3417	Proto-Panoan	to die	DIE	m a w a	mawa-	152	m a w a
3418	ShipiboKonibo	to die	DIE	m a w a	mawa-	152	m a w a
#
6679	Chakobo	to do	DO	w a	-wa	410	w a
6678	Kakataibo	to do	DO	ɔ	-ɔ	410	- ɔ
6680	Kaxinawa	to do	DO	w a	wa-	410	w a
6677	Proto-Panoan	to do	DO	w a	-wa	410	w a
#
4049	Amawaka	to drag	DRAG	n i n	nini-_I	202	n i n
4045	Chakobo	to drag	DRAG	n i n	nini-	202	n i n
4042	Kakataibo	to drag	DRAG	n i	ni	202	n i -
4044	Kapanawa	to drag	DRAG	n i n	nini-	202	n i n
4050	Kaxinawa	to drag	DRAG	n i n	nini-	202	n i n
4051	Marinawa	to drag	DRAG	n i n	níini-	202	n i n
4052	Mayoruna	to drag	DRAG	n i n	nin	202	n i n
4041	Proto-Panoan	to drag	DRAG	rⁿ i rⁿ	[n]i[n]-	202	rⁿ i rⁿ
4048	Shanenawa	to drag	DRAG	n i n	nini	202	n i n
4046	Sharanawa	to drag	DRAG	n i n	nini	202	n i n
4043	ShipiboKonibo	to drag	DRAG	n i n	nini-	202	n i n
#
3728	Amawaka	dream	DREAM	n a m a	namaa-_I	178	n a m a
3723	Chakobo	dream	DREAM	n a m a	nama-	178	n a m a
3719	Kakataibo	dream	DREAM	n a m a	nama-	178	n a m a
3721	Kapanawa	dream	DREAM	n a m a	nama-	178	n a m a
3727	Katukina	dream	DREAM	n a m a	nama	178	n a m a
3729	Kaxinawa	dream	DREAM	n a m a	nama-	178	n a m a
3732	Korubo	dream	DREAM	n a m a	namak	178	n a m a
3730	Marinawa	dream	DREAM	n a m a	náma-	178	n a m a
3722	Marubo	dream	DREAM	n a m a	naˈma	178	n a m a
3733	Matis	dream	DREAM	n a m a	namaka-kin	178	n a m a
3718	Proto-Panoan	dream	DREAM	rⁿ a m a	[n]ama-	178	rⁿ a m a
3726	Shanenawa	dream	DREAM	n a m a	nama	178	n a m a
3724	Sharanawa	dream	DREAM	n a m a	namai	178	n a m a
3720	ShipiboKonibo	dream	DREAM	n a m a	nama-	178	n a m a
3731	Yawanawa	dream	DREAM	n a m a	nama	178	n a m a
#
4226	Amawaka	duck	DUCK	n o n o ~	nõnõ_I	219	n o n o ~
4216	Chakobo	duck	DUCK	n o n o m	noˈnoma	219	n o n o m
4220	Chaninawa	duck	DUCK	n o n o	nono	219	n o n o -
4213	Kakataibo	duck	DUCK	n o n o ~	nonṍ	219	n o n o ~
4215	Kapanawa	duck	DUCK	n o n o n	nonón	219	n o n o n
4224	Katukina	duck	DUCK	n u n u n	nunun	219	n u n u n
4219	Kaxarari	duck	DUCK	l u l u m	luluˈma	219	l u l u m
4227	Kaxinawa	duck	DUCK	n u n u	nunu	219	n u n u -
4228	Marinawa	duck	DUCK	n o n o ~	nṍnṍ	219	n o n o ~
4225	Poyanawa	duck	DUCK	n u n u ~	nũnũ	219	n u n u ~
4212	Proto-Panoan	duck	DUCK	r o r o m	rorom	219	r o r o m
4223	Shanenawa	duck	DUCK	n u n u n	nunun	219	n u n u n
4221	Sharanawa	duck	DUCK	n o n o n	nonon	219	n o n o n
4214	ShipiboKonibo	duck	DUCK	n o n o ~	nonṍ	219	n o n o ~
4229	Yawanawa	duck	DUCK	n u n u n	nunun	219	n u n u n
#
4993	Amawaka	dust	DUST	p o t o	poto	278	p o t o
4984	Kakataibo	dust	DUST	p u t u	putu	278	p u t u
4989	Kapanawa	dust	DUST	p o t o	poto	278	p o t o
4992	Katukina	dust	DUST	p u t u	putu	278	p u t u
4994	Kaxinawa	dust	DUST	p u t u	putu	278	p u t u
4990	Marubo	dust	DUST	p o t o	poto	278	p o t o
4996	Mayoruna	dust	DUST	p u t u	puˈtu	278	p u t u
4983	Proto-Panoan	dust	DUST	p o t o	poto	278	p o t o
4991	Shanenawa	dust	DUST	p u t u	putu	278	p u t u
4986	ShipiboKonibo	dust	DUST	p o t o	póto	278	p o t o
4995	Yawanawa	dust	DUST	p u t u	putu	278	p u t u
#
4493	Amawaka	hole of ear	EARHOLE	p a w i k i	pãwiki	239	p a w i k i
4485	Chakobo	hole of ear	EARHOLE	p a β i	paβiɾi-	239	p a β i - -
4480	Kakataibo	hole of ear	EARHOLE	p a β i	paβí	239	p a β i - -
4483	Kapanawa	hole of ear	EARHOLE	p a β i k i	paβínki	239	p a β i k i
4494	Kaxinawa	hole of ear	EARHOLE	p a β i k i	paβiki	239	p a β i k i
4495	Marinawa	hole of ear	EARHOLE	p a ɸ i k i	paɸiki	239	p a ɸ i k i
4484	Marubo	hole of ear	EARHOLE	p a β i	paβi	239	p a β i - -
4498	Mayoruna	hole of ear	EARHOLE	p a b i	pa.byá.te	239	p a b i - -
4492	Poyanawa	hole of ear	EARHOLE	p a b i k i	pabĩki	239	p a b i k i
4479	Proto-Panoan	hole of ear	EARHOLE	p a β i k i	paβiki	239	p a β i k i
4490	Shanenawa	hole of ear	EARHOLE	p a h i k i	pahinki	239	p a h i k i
4488	Sharanawa	hole of ear	EARHOLE	p a ɸ i k i	paɸiki	239	p a ɸ i k i
4481	ShipiboKonibo	hole of ear	EARHOLE	p a β i k i	paβíki	239	p a β i k i
4496	Yawanawa	hole of ear	EARHOLE	p a b i k i	pabinki_hui	239	p a b i k i
#
4552	Amawaka	ear ornament, earring	EARRING	p a o	pao	243	p a - o -
4551	Chakobo	ear ornament, earring	EARRING	p a ʔ o k	paʔokí	243	p a ʔ o k
4555	Kaxinawa	ear ornament, earring	EARRING	p a u	pau	243	p a - u -
4556	Matis	ear ornament, earring	EARRING	p a u d	paud	243	p a - u d
4557	Mayoruna	ear ornament, earring	EARRING	p a u d	paud	243	p a - u d
4550	Proto-Panoan	ear ornament, earring	EARRING	p a ʔ o t	pa[ʔ]o[t]	243	p a ʔ o t
#
4145	Amawaka	earthworm	EARTHWORM	n o ʔ i	nõʔi_I	211	n o ʔ i -
4135	Chakobo	earthworm	EARTHWORM	n o ʔ i n	noˈʔini	211	n o ʔ i n
4130	Kakataibo	earthworm	EARTHWORM	n o i	noi	211	n o - i -
4133	Kapanawa	earthworm	EARTHWORM	n o ʔ i n	noʔín	211	n o ʔ i n
4143	Katukina	earthworm	EARTHWORM	n o i n	noin	211	n o - i n
4137	Kaxarari	earthworm	EARTHWORM	n.j u i	njuˈ'i	211	n.j u - i -
4146	Kaxinawa	earthworm	EARTHWORM	n u i	nui	211	n u - i -
4147	Marinawa	earthworm	EARTHWORM	n o i	noi	211	n o - i -
4134	Marubo	earthworm	EARTHWORM	n u i ~	nuˈĩ	211	n u - i ~
4148	Matis	earthworm	EARTHWORM	n o w e n	nowen	211	n o w e n
4149	Mayoruna	earthworm	EARTHWORM	n u e n	nwén	211	n u - e n
4144	Poyanawa	earthworm	EARTHWORM	n u i	nũy	211	n u - i -
4129	Proto-Panoan	earthworm	EARTHWORM	n o ʔ i r	noʔir	211	n o ʔ i r
4141	Shanenawa	earthworm	EARTHWORM	n u i	nui	211	n u - i -
4139	Sharanawa	earthworm	EARTHWORM	n o i n	noin	211	n o - i n
4131	ShipiboKonibo	earthworm	EARTHWORM	n o i n	noín	211	n o - i n
#
4700	Amawaka	to eat	EAT	p i	pi-_I	255	p i
4689	Chakobo	to eat	EAT	p i	pi-	255	p i
4692	Chaninawa	to eat	EAT	p i	pii	255	p i
4685	Kakataibo	to eat	EAT	p i	pi-	255	p i
4687	Kapanawa	to eat	EAT	p i	pi-	255	p i
4697	Katukina	to eat	EAT	p i	pi-	255	p i
4690	Kaxarari	to eat	EAT	p i	pi-	255	p i
4701	Kaxinawa	to eat	EAT	p i	pi-	255	p i
4704	Korubo	to eat	EAT	p e	pe	255	p e
4702	Marinawa	to eat	EAT	p i	pí-	255	p i
4688	Marubo	to eat	EAT	p i	ˈpīă	255	p i
4705	Matis	to eat	EAT	p e	pe	255	p e
4706	Mayoruna	to eat	EAT	p e	pe	255	p e
4698	Poyanawa	to eat	EAT	p i	pi	255	p i
4684	Proto-Panoan	to eat	EAT	p i	pi-	255	p i
4696	Shanenawa	to eat	EAT	p i	pi	255	p i
4694	Sharanawa	to eat	EAT	p i	pii	255	p i
4686	ShipiboKonibo	to eat	EAT	p i	pi-	255	p i
4691	Yaminawa	to eat	EAT	p i	pi-kĩ	255	p i
4703	Yawanawa	to eat	EAT	p i	pi	255	p i
#
1046	Amawaka	egg	EGG	w a tʃ i	watʃí_I	477	w a tʃ i
1042	Chakobo	egg	EGG	β a tʃ i	βatʃi	477	β a tʃ i
1037	Kakataibo	egg	EGG	β a ts i	βatsi	477	β a ts i
1040	Kapanawa	egg	EGG	β a tʃ i	βatʃi	477	β a tʃ i
1045	Katukina	egg	EGG	β a tʃ i	βatʃi	477	β a tʃ i
1043	Kaxarari	egg	EGG	b a tʃ i	baˈtʃi	477	b a tʃ i
1047	Kaxinawa	egg	EGG	b a tʃ i	batʃi	477	b a tʃ i
1041	Marubo	egg	EGG	β a tʃ i	βatʃi	477	β a tʃ i
1036	Proto-Panoan	egg	EGG	β a ts i	βatsi	477	β a ts i
1044	Shanenawa	egg	EGG	ɸ a tʃ i	ɸatʃi	477	ɸ a tʃ i
1038	ShipiboKonibo	egg	EGG	β a tʃ i	βatʃi	477	β a tʃ i
1048	Yawanawa	egg	EGG	β a tʃ i	βatʃi	477	β a tʃ i
6640	Chaninawa	egg	EGG	t o o	too	406	t o - o
6647	Matis	egg	EGG	t u	tu	406	t u - -
#
289	Amawaka	embrace, hold in arms	EMBRACE	ʔ i k o	ʔíkoo-kín	90	ʔ i k o -
288	Chakobo	embrace, hold in arms	EMBRACE	ʔ i k o	ʔiko-	90	ʔ i k o -
285	Kakataibo	embrace, hold in arms	EMBRACE	ʔ i k o	ʔiko-	90	ʔ i k o -
287	Kapanawa	embrace, hold in arms	EMBRACE	ʔ i k o	ʔiko	90	ʔ i k o -
291	Kaxinawa	embrace, hold in arms	EMBRACE	i k u	iku-	90	- i k u -
294	Korubo	embrace, hold in arms	EMBRACE	i k u k	ikuk-	90	- i k u k
292	Marinawa	embrace, hold in arms	EMBRACE	i k o	íkõ-	90	- i k o -
295	Matis	embrace, hold in arms	EMBRACE	i k u k	ikuk-	90	- i k u k
296	Mayoruna	embrace, hold in arms	EMBRACE	i k u k	ikuk	90	- i k u k
284	Proto-Panoan	embrace, hold in arms	EMBRACE	ʔ i k o k	ʔikok-	90	ʔ i k o k
286	ShipiboKonibo	embrace, hold in arms	EMBRACE	ʔ i k o	ʔiko	90	ʔ i k o -
293	Yaminawa	embrace, hold in arms	EMBRACE	i k o	iko-	90	- i k o -
#
2050	Amawaka	to enter	ENTER	h i k i	hiki-	43	h i - k i
2045	Chakobo	to enter	ENTER	h i k i	hiko-	43	h i - k i
2043	Kapanawa	to enter	ENTER	ʔ i ʔ k i	ʔiʔki-	43	ʔ i ʔ k i
2051	Kaxinawa	to enter	ENTER	h i k i	hiki-	43	h i - k i
2052	Marinawa	to enter	ENTER	i k i	íkí-	43	- i - k i
2044	Marubo	to enter	ENTER	i k o	iko-	43	- i - k o
2041	Proto-Panoan	to enter	ENTER	h i ʔ k i	hiʔki-	43	h i ʔ k i
2048	Sharanawa	to enter	ENTER	i k i	iki	43	- i - k i
2042	ShipiboKonibo	to enter	ENTER	h i k i	hiki-	43	h i - k i
2047	Yaminawa	to enter	ENTER	i k i	iki-	43	- i - k i
2054	Kakataibo	to enter	ENTER	n i m a	nima	44	n i - - m a
#
4185	Amawaka	to extinguish	EXTINGUISH	n o k a	noka-	216	n o k a
4180	Chakobo	to extinguish	EXTINGUISH	n o k a	noka-	216	n o k a
4179	Kapanawa	to extinguish	EXTINGUISH	n o k a	nokaʔi	216	n o k a
4186	Kaxinawa	to extinguish	EXTINGUISH	n u k a	nuka-	216	n u k a
4187	Marinawa	to extinguish	EXTINGUISH	n o k a	nóká	216	n o k a
4177	Proto-Panoan	to extinguish	EXTINGUISH	rⁿ o k a	[n]oka-	216	rⁿ o k a
4184	Shanenawa	to extinguish	EXTINGUISH	n u k a	nuka	216	n u k a
4182	Sharanawa	to extinguish	EXTINGUISH	n o k a	nokai	216	n o k a
4178	ShipiboKonibo	to extinguish	EXTINGUISH	n o k a	noka-	216	n o k a
4188	Yawanawa	to extinguish	EXTINGUISH	n u k a	nuka	216	n u k a
#
1303	Amawaka	eye	EYE	w ɨ ɾ o	wɨɾo	494	w ɨ ɾ o
1292	Chakobo	eye	EYE	β ɨ ɾ o	βɨɾo	494	β ɨ ɾ o
1297	Chaninawa	eye	EYE	ɸ ɨ ɾ o	ɸɨɾo	494	ɸ ɨ ɾ o
1287	Kakataibo	eye	EYE	β ɨ ɾ u	βɨɾu	494	β ɨ ɾ u
1290	Kapanawa	eye	EYE	β ɨ ɾ o	βɨɾo	494	β ɨ ɾ o
1301	Katukina	eye	EYE	β ɨ ɾ o	βɨˈɾo	494	β ɨ ɾ o
1294	Kaxarari	eye	EYE	b ɨ tʃ i	bɨtʃiˈwɨ	494	b ɨ tʃ i
1304	Kaxinawa	eye	EYE	b ɨ d u	bɨdu	494	b ɨ d u
1305	Marinawa	eye	EYE	ɸ ɨ ɾ o	ɸɨ́ɾó	494	ɸ ɨ ɾ o
1291	Marubo	eye	EYE	β ɨ ɾ o	ˈβɨɾo	494	β ɨ ɾ o
1307	Matis	eye	EYE	b ɨ d u	bɨdu	494	b ɨ d u
1302	Poyanawa	eye	EYE	β ɨ r u	βɨru	494	β ɨ r u
1286	Proto-Panoan	eye	EYE	β ɨ ɽ o	βɨɽo	494	β ɨ ɽ o
1300	Shanenawa	eye	EYE	f ɨ ɾ u	fɨɾu	494	f ɨ ɾ u
1298	Sharanawa	eye	EYE	ɸ ɨ ɾ o	ɸɨɾo	494	ɸ ɨ ɾ o
1289	ShipiboKonibo	eye	EYE	β ɨ ɾ o	βɨɾo	494	β ɨ ɾ o
1295	Yaminawa	eye	EYE	ɸ ɨ ɾ o	ɸɨɾo	494	ɸ ɨ ɾ o
1306	Yawanawa	eye	EYE	β ɨ ɾ u	βɨɾu	494	β ɨ ɾ u
2038	Korubo	eye	EYE	ɨ ʃ ɨ	ɨʃɨ	42	- ɨ ʃ ɨ
#
1323	Chakobo	eyebrow	EYEBROW	β ɨ ʂ k o	βɨʂko	497	β ɨ ʂ k o
1322	Kakataibo	eyebrow	EYEBROW	β ɨ ʂ k o	βɨʂko	497	β ɨ ʂ k o
1325	Mayoruna	eyebrow	EYEBROW	b u ʂ k u	buʂku	497	b u ʂ k u
1321	Proto-Panoan	eyebrow	EYEBROW	β ɨ ʂ k o	βɨʂko	497	β ɨ ʂ k o
1336	Amawaka	eyebrow	EYEBROW	w ɨ ʃ p i	wɨʃpi_I	498	w ɨ ʃ p i
1329	Chakobo	eyebrow	EYEBROW	β ɨ ʂ p i	βɨʂpi	498	β ɨ ʂ p i
1331	Chaninawa	eyebrow	EYEBROW	ɸ ɨ ʃ p i	ɸɨʃpi	498	ɸ ɨ ʃ p i
1328	Kapanawa	eyebrow	EYEBROW	β ɨ ʂ p i	βɨʂpi	498	β ɨ ʂ p i
1337	Kaxinawa	eyebrow	EYEBROW	b ɨ ʃ p i	bɨʃpi	498	b ɨ ʃ p i
1338	Marinawa	eyebrow	EYEBROW	ɸ ɨ ʃ p i	ɸɨ́ʃpi	498	ɸ ɨ ʃ p i
1326	Proto-Panoan	eyebrow	EYEBROW	β ɨ ʂ p i	βɨʂpi	498	β ɨ ʂ p i
1335	Shanenawa	eyebrow	EYEBROW	h u ʂ p i	huʂpi	498	h u ʂ p i
1333	Sharanawa	eyebrow	EYEBROW	ɸ ɨ ʂ p i	ɸɨʂpi	498	ɸ ɨ ʂ p i
1327	ShipiboKonibo	eyebrow	EYEBROW	β ɨ ʂ p ɨ	βɨʂpɨ	498	β ɨ ʂ p ɨ
1339	Yawanawa	eyebrow	EYEBROW	β ɨ ʃ p i	βɨʃpi	498	β ɨ ʃ p i
2353	Kapanawa	eyebrow	EYEBROW	k ɨ ʂ n i	kɨʂni	66	k ɨ ʂ n i
#
1378	Chaninawa	face	FACE	ɸ ɨ	ɸɨ-toko	502	ɸ ɨ
1376	Kapanawa	face	FACE	β ɨ	βɨ-tonko	502	β ɨ
1381	Kaxinawa	face	FACE	b ɨ	bɨ-tũku	502	b ɨ
1379	Poyanawa	face	FACE	β ɨ	βɨ-tuhku	502	β ɨ
1373	Proto-Panoan	face	FACE	β ɨ	βɨ-	502	β ɨ
1374	ShipiboKonibo	face	FACE	β ɨ	βɨ-tónko	502	β ɨ
#
4862	Amawaka	faeces	FAECES (EXCREMENT)	p o ʔ i	poʔi-	268	p o ʔ i
