# Wordlist

# DATA
ID	DOCULECT	CONCEPT_NAME	CONCEPT	TOKENS	FORM	COGID	ALIGNMENT
2422	Sapibokona	*abajo	DOWN	m a	emabuzu	280	m a
2420	Tacana	*abajo	DOWN	m a	e-ma-su	280	m a
2442	EseEjja	*abajo	DOWN	m a kʷ a	makwa-wa-sixe	291	m a kʷ a
2443	Huarayo	*abajo	DOWN	m a kʷ a	makwaba	291	m a kʷ a
2439	ProtoTakana	*abajo	DOWN	m a kʷ a	makwa	291	m a kʷ a
2440	Tacana	*abajo	DOWN	m a kʷ a	e-makwa-wa	291	m a kʷ a
#
1747	Araona	*tomar,beber	DRINK	i d i	eidi	202	i d i
1756	Arasa	*tomar,beber	DRINK	i ʃ i	éiši	202	i ʃ i
1748	Cavinena	*tomar,beber	DRINK	i h i	ihi-	202	i h i
1752	EseEjja	*tomar,beber	DRINK	i ʃ i	iši-	202	i ʃ i
1753	Huarayo	*tomar,beber	DRINK	i ʃ i	iši-	202	i ʃ i
1745	Maropa	*tomar,beber	DRINK	i tʃ i	ichi	202	i tʃ i
1735	ProtoTakana	*tomar,beber	DRINK	i ʃ i	iji-	202	i ʃ i
1743	Reyesano	*tomar,beber	DRINK	i ʃ i	e-iši	202	i ʃ i
1736	Tacana	*tomar,beber	DRINK	i ɽ i	e-iři	202	i ɽ i
#
4479	Cavinena	*ahogar	DROWN	β i d i	widi-	482	β i d i
4480	EseEjja	*ahogar	DROWN	w i i	wii-	482	w i - i
4477	ProtoTakana	*ahogar	DROWN	w i d i	widi-	482	w i d i
4478	Tacana	*ahogar	DROWN	β i d i	widi-	482	β i d i
#
2816	Maropa	*seco	DRY	m u r i	murími	323	m u r i
2813	ProtoTakana	*seco	DRY	m u ɽ i	muři	323	m u ɽ i
2815	Reyesano	*seco	DRY	m o r i	mori-me	323	m o r i
2814	Tacana	*seco	DRY	m u r i	muri-da	323	m u r i
#
3708	Cavinena	*pato	DUCK	h o h e	hohe	403	h o h e
3712	Chama	*pato	DUCK	x o x e	xóxe	403	x o x e
3711	EseEjja	*pato	DUCK	x o x i	xoxi	403	x o x i
3707	Mabenaro	*pato	DUCK	h o h i	hohi	403	h o h i
3706	Maropa	*pato	DUCK	θ u θ i	θuθi	403	θ u θ i
3703	ProtoTakana	*pato	DUCK	s u s e	suse	403	s u s e
3705	Reyesano	*pato	DUCK	ð o ð e	dhodhe	403	ð o ð e
3704	Tacana	*pato	DUCK	s u s e	suse	403	s u s e
#
1682	Arasa	*oreja	EAR	e ʃ a	éšaša	198	e ʃ a
1675	Cavinena	*oreja	EAR	i s a	isave	198	i s a
1677	EseEjja	*oreja	EAR	ʃ a	e-šaxa	198	- ʃ a
1679	Huarayo	*oreja	EAR	ʃ a	e-šaha	198	- ʃ a
1671	Mabenaro	*oreja	EAR	i th a	ithaha	198	i th a
1669	Maropa	*oreja	EAR	e ʃ a	ešakuéna	198	e ʃ a
1663	ProtoTakana	*oreja	EAR	i ʃ a	ija-	198	i ʃ a
1668	Reyesano	*oreja	EAR	ʃ a	e-šakwena	198	- ʃ a
1664	Tacana	*oreja	EAR	i ɽ a	iřa-ba-	198	i ɽ a
1681	Tiatinahua	*oreja	EAR	i ts a	icahak	198	i ts a
#
2626	Arasa	*tierra	EARTH (SOIL)	m e s i	mEsi	305	m e s i
2624	Cavinena	*tierra	EARTH (SOIL)	m e tʃ i	meči	305	m e tʃ i
2623	Maropa	*tierra	EARTH (SOIL)	m e tʂ i	métri	305	m e tʂ i
2620	ProtoTakana	*tierra	EARTH (SOIL)	m e ʈʂ i	mec̣i	305	m e ʈʂ i
2622	Reyesano	*tierra	EARTH (SOIL)	m e ts i	meci	305	m e ts i
2621	Tacana	*tierra	EARTH (SOIL)	m e ʈʂ i	meci	305	m e ʈʂ i
4262	Araona	*tierra	EARTH (SOIL)	u a	eua	460	u - a
4266	Cavinena	*tierra	EARTH (SOIL)	u w a	uwa-kani	460	u w a
4270	EseEjja	*tierra	EARTH (SOIL)	o w a	owa-hea-	460	o w a
4261	Maropa	*tierra	EARTH (SOIL)	u g a	eugua	460	u g a
4259	ProtoTakana	*tierra	EARTH (SOIL)	u w a	uwa	460	u w a
4260	Reyesano	*tierra	EARTH (SOIL)	o w a	e-owa	460	o w a
#
1944	Cavinena	*huevo	EGG	k a	e-ka	228	k a
1951	Chama	*huevo	EGG	x a	e-xá	228	x a
1946	EseEjja	*huevo	EGG	x a	e-xa	228	x a
1949	Huarayo	*huevo	EGG	h a	e-ha	228	h a
1943	Maropa	*huevo	EGG	x a	exa	228	x a
1937	ProtoTakana	*huevo	EGG	k a	ka-	228	k a
1938	Tacana	*huevo	EGG	h a	e-ha	228	h a
#
434	ProtoTakana	*codo	ELBOW	b a ʈʂ u	bac̣u	68	b a ʈʂ u
436	Reyesano	*codo	ELBOW	m.b a ts o	e-mba-co	68	m.b a ts o
435	Tacana	*codo	ELBOW	b a ʈʂ u	e-ba-cu	68	b a ʈʂ u
#
2723	Cavinena	*vacío	EMPTY	m e m a	mema	308	m e m a
2721	ProtoTakana	*vacío	EMPTY	m e m a	mema	308	m e m a
2722	Tacana	*vacío	EMPTY	m e m a	mema-we	308	m e m a
#
3886	Cavinena	*apagar	EXTINGUISH	t i k o	e-tiko	433	t i k o
3888	EseEjja	*apagar	EXTINGUISH	k i x o	kixo-yo-	433	k i x o
3883	ProtoTakana	*apagar	EXTINGUISH	t i k u	tiku	433	t i k u
3884	Tacana	*apagar	EXTINGUISH	t i h u	e-tihu	433	t i h u
#
4117	Arasa	*ojo	EYE	t o ʃ a	étoša	3	t o ʃ a
4109	Cavinena	*ojo	EYE	t u k a	y-atuka-kame	3	t u k a
4113	EseEjja	*ojo	EYE	k o x a	e-koxa	3	k o x a
4115	Huarayo	*ojo	EYE	t o h a	e-toha	3	t o h a
4105	Mabenaro	*ojo	EYE	t o a	ithoa	3	t o - a
4102	Maropa	*ojo	EYE	t a	etatchúru	3	t - - a
4093	ProtoTakana	*ojo	EYE	t u k a	tuka	3	t u k a
4104	Sapibokona	*ojo	EYE	t u a	etuachûru	3	t u - a
4094	Tacana	*ojo	EYE	t u a	e-tua	3	t u - a
#
933	EseEjja	*cara	FACE	b o	boʔba	122	b o
932	Mabenaro	*cara	FACE	b o	iboathuna	122	b o
930	Maropa	*cara	FACE	m.b u	embu	122	m.b u
919	ProtoTakana	*cara	FACE	b u	bu...	122	b u
931	Sapibokona	*cara	FACE	b u	ebbù	122	b u
920	Tacana	*cara	FACE	b u	e-bu	122	b u
#
1576	Cavinena	*excremento	FAECES (EXCREMENT)	d u m i	dumi	187	d u m i
1571	ProtoTakana	*excremento	FAECES (EXCREMENT)	d u m i	dumi	187	d u m i
1572	Tacana	*excremento	FAECES (EXCREMENT)	d u m i	dumi	187	d u m i
#
1375	Cavinena	*caer	FALL	d a k a	daka-isa	171	d a k a
1371	ProtoTakana	*caer	FALL	d a k a	daka-	171	d a k a
1372	Tacana	*caer	FALL	d a h a	daha-da	171	d a h a
#
1188	Arasa	*grasa,gordura	FAT (ORGANIC SUBSTANCE)	s e j	ésey	147	s e - j
1179	Cavinena	*grasa,gordura	FAT (ORGANIC SUBSTANCE)	ts e r i	e-ceri	147	ts e r i
1184	EseEjja	*grasa,gordura	FAT (ORGANIC SUBSTANCE)	s e i	e-sei	147	s e - i
1187	Huarayo	*grasa,gordura	FAT (ORGANIC SUBSTANCE)	s e	kia-seó-heni-apane	147	s e - -
1175	ProtoTakana	*grasa,gordura	FAT (ORGANIC SUBSTANCE)	ʈʂ e r i	c̣eri	147	ʈʂ e r i
1176	Tacana	*grasa,gordura	FAT (ORGANIC SUBSTANCE)	ʈʂ e i	e-cei	147	ʈʂ e - i
#
3805	Araona	*papá	FATHER	t a t a	tatadi	413	t a t a
3806	Cavinena	*papá	FATHER	t a t a	tata	413	t a t a
3808	EseEjja	*papá	FATHER	k a k a	kaka	413	k a k a
3809	Huarayo	*papá	FATHER	t a t a	tata	413	t a t a
3804	Maropa	*papá	FATHER	t a t a	ki-tata	413	t a t a
3801	ProtoTakana	*papá	FATHER	t a t a	tata	413	t a t a
3802	Tacana	*papá	FATHER	t a t a	tata	413	t a t a
#
2792	Cavinena	*dar de comer	FEED	m i w a	e-miwa-ki	314	m i w a
2790	ProtoTakana	*dar de comer	FEED	m i w a	miwa	314	m i w a
2791	Tacana	*dar de comer	FEED	m i w a	miwa-	314	m i w a
#
3382	Araona	*mujer,hembra	FEMALE	p u n a	epuna	376	p u n a
3385	Cavinena	*mujer,hembra	FEMALE	p o n a	e-pona	376	p o n a
3387	Chama	*mujer,hembra	FEMALE	p o n a	epóna	376	p o n a
3386	EseEjja	*mujer,hembra	FEMALE	p o n a	e-pona	376	p o n a
3388	Huarayo	*mujer,hembra	FEMALE	p o ŋ a	iponga	376	p o ŋ a
3384	Mabenaro	*mujer,hembra	FEMALE	p o n a	ipona	376	p o n a
3381	Maropa	*mujer,hembra	FEMALE	p u n a	punáve	376	p u n a
3373	ProtoTakana	*mujer,hembra	FEMALE	p u n a	puna	376	p u n a
3374	Tacana	*mujer,hembra	FEMALE	p u n a	e-puna	376	p u n a
#
3634	Cavinena	*llenar,llenarse	FILL	h e k e	heke-	393	h e k e
3633	Guariza	*llenar,llenarse	FILL	ʈʂ e g e	gracia_c̹egeagigi	393	ʈʂ e g e
3627	ProtoTakana	*llenar,llenarse	FILL	s e k e	seke	393	s e k e
3628	Tacana	*llenar,llenarse	FILL	s e h e	sehe-	393	s e h e
#
1351	Cavinena	*encontrar	FIND	ts u r u	curu-ca	167	ts u r u
1346	ProtoTakana	*encontrar	FIND	ʈʂ u r u	c̣uru	167	ʈʂ u r u
1347	Tacana	*encontrar	FIND	ʈʂ u	cu-tiya-	167	ʈʂ u - -
#
3981	Arasa	*uña	FINGERNAIL OR TOENAIL	t i ʃ e	emätiše	430	t i ʃ e
3979	EseEjja	*uña	FINGERNAIL OR TOENAIL	k i ʃ i	eme-kiši	430	k i ʃ i
3978	Maropa	*uña	FINGERNAIL OR TOENAIL	t i tʃ i	-tiči	430	t i tʃ i
3975	ProtoTakana	*uña	FINGERNAIL OR TOENAIL	t i ʃ i	tiji	430	t i ʃ i
3977	Reyesano	*uña	FINGERNAIL OR TOENAIL	t i ʃ i	eme-tiši	430	t i ʃ i
3976	Tacana	*uña	FINGERNAIL OR TOENAIL	t i ɽ i	eme-tiři	430	t i ɽ i
#
65	Cavinena	*terminar,*acabar	FINISH	a p e	ape-	42	a p e
60	ProtoTakana	*terminar,*acabar	FINISH	a p e	ape	42	a p e
61	Tacana	*terminar,*acabar	FINISH	a p e	ape-	42	a p e
#
3873	Araona	*fuego	FIRE	t i	etimu	432	t i - -
3874	Cavinena	*fuego	FIRE	t i k i	e-tiki	432	t i k i
3863	ProtoTakana	*fuego	FIRE	t i k i	tiki	432	t i k i
3870	Reyesano	*fuego	FIRE	t i	-ti-	432	t i - -
3864	Tacana	*fuego	FIRE	t i	e-ti-ře	432	t i - -
3904	Cavinena	*fuego	FIRE	t i	e-ti-ha-ki	425	t i
3906	EseEjja	*fuego	FIRE	k i	kixeši	425	k i
3907	Huarayo	*fuego	FIRE	tʃ i	či	425	tʃ i
3903	ProtoTakana	*fuego	FIRE	t i	ti+...	425	t i
#
2209	Araona	*leña	FIREWOOD	kʷ a t i	cuati_ibueda	260	kʷ a t i
2222	Arasa	*leña	FIREWOOD	kʷ a t i	kuáti	260	kʷ a t i
2213	Cavinena	*leña	FIREWOOD	kʷ a t i	kwati	260	kʷ a t i
2221	Chama	*leña	FIREWOOD	kʷ a k i	kwáki	260	kʷ a k i
2214	EseEjja	*leña	FIREWOOD	kʷ a k i	kwaki	260	kʷ a k i
2219	Huarayo	*leña	FIREWOOD	kʷ a t i	kwati	260	kʷ a t i
2211	Mabenaro	*leña	FIREWOOD	kʷ a t i	kwathi	260	kʷ a t i
2205	Maropa	*leña	FIREWOOD	kʷ a t i	cuati	260	kʷ a t i
2195	ProtoTakana	*leña	FIREWOOD	kʷ a t i	kwati	260	kʷ a t i
2204	Reyesano	*leña	FIREWOOD	kʷ a t i	kwati	260	kʷ a t i
2208	Sapibokona	*leña	FIREWOOD	kʷ a t i	cuáti	260	kʷ a t i
2196	Tacana	*leña	FIREWOOD	kʷ a t i	kwati	260	kʷ a t i
#
2357	Cavinena	*primero	FIRST	kʷ e n e	i-kwene	270	kʷ e n e
2355	ProtoTakana	*primero	FIRST	kʷ e n e	kwene	270	kʷ e n e
2356	Tacana	*primero	FIRST	k e n e	e-kene	270	k e n e
#
3543	Araona	*pez,pescado	FISH	j a e	jae	381	j a e
3546	Cavinena	*pez,pescado	FISH	h a e	hae	381	h a e
3556	Chama	*pez,pescado	FISH	x a i	xái	381	x a i
3551	EseEjja	*pez,pescado	FISH	h a i	hai	381	h a i
3544	Maropa	*pez,pescado	FISH	s i	sisi	381	s - i
3538	ProtoTakana	*pez,pescado	FISH	s a e	sae	381	s a e
3545	Sapibokona	*pez,pescado	FISH	s i	sisi	381	s - i
3540	Tacana	*pez,pescado	FISH	s a i	sai-na	381	s a i
#
163	Cavinena	*barbasco	FISH POISON	a ts a	aca	29	a ts a
161	ProtoTakana	*barbasco	FISH POISON	a ʈʂ a	ac̣a	29	a ʈʂ a
162	Tacana	*barbasco	FISH POISON	a ʈʂ a	aca	29	a ʈʂ a
4780	Cavinena	*barbasco	FISH POISON	h a t a	hatara	222	h a t a
1912	Huarayo	*barbasco	FISH POISON	ʃ a t a	šata	222	ʃ a t a
4778	ProtoTakana	*barbasco	FISH POISON	ʃ a t a	jata	222	ʃ a t a
4779	Tacana	*barbasco	FISH POISON	ɽ a t a	řata	222	ɽ a t a
#
2378	Cavinena	*espinas	FISHBONE	kʷ i	kwi-ha-da	6	kʷ i
2380	EseEjja	*espinas	FISHBONE	kʷ i	kwi-na	6	kʷ i
2376	ProtoTakana	*espinas	FISHBONE	kʷ i	kwi	6	kʷ i
2377	Tacana	*espinas	FISHBONE	k i	ki-da-ki-da-hi	6	k i
#
3293	Cavinena	*puño	FIST	p u	pu-kaka-da	373	p u
3288	ProtoTakana	*puño	FIST	p u	pu-	373	p u
3289	Tacana	*puño	FIST	p u	pu-či-pu-či-a-	373	p u
#
3402	Araona	*carne,cuerpo	FLESH OR MEAT	j a m i	yami	379	j a m i
3412	Arasa	*carne,cuerpo	FLESH OR MEAT	a m i	éami	379	- a m i
3403	Cavinena	*carne,cuerpo	FLESH OR MEAT	r a m i	e-rami	379	r a m i
3407	EseEjja	*carne,cuerpo	FLESH OR MEAT	j a m i	eyami	379	j a m i
3410	Huarayo	*carne,cuerpo	FLESH OR MEAT	j a m i	eyami	379	j a m i
3401	Maropa	*carne,cuerpo	FLESH OR MEAT	a m i	eámi	379	- a m i
3398	ProtoTakana	*carne,cuerpo	FLESH OR MEAT	r a m i	rami	379	r a m i
3400	Reyesano	*carne,cuerpo	FLESH OR MEAT	j a m i	yami	379	j a m i
3399	Tacana	*carne,cuerpo	FLESH OR MEAT	j a m i	yami	379	j a m i
#
4429	Cavinena	*mosca	FLY (INSECT)	β e β e r o	he-wewero	479	β e β e r o
4428	Maropa	*mosca	FLY (INSECT)	b e b i	bebi	479	b e b i - -
4426	ProtoTakana	*mosca	FLY (INSECT)	w e w e ɽ e	weweře	479	w e w e ɽ e
4427	Tacana	*mosca	FLY (INSECT)	β e r e	vere-vere	479	β e - - r e
#
4200	Cavinena	*espuma	FOAM	u b a	uba-asa	451	u b a
4196	ProtoTakana	*espuma	FOAM	u b a	uba	451	u b a
4197	Tacana	*espuma	FOAM	u b a	e-uba	451	u b a
#
75	Cavinena	*andar	FOLD	a h e	ahe-	46	a h e
78	EseEjja	*andar	FOLD	a h o	aho-	46	a h o
74	Maropa	*andar	FOLD	a θ e	aθe	46	a θ e
68	ProtoTakana	*andar	FOLD	a s e	ase	46	a s e
73	Reyesano	*andar	FOLD	a d e	ade-neti	46	a d e
69	Tacana	*andar	FOLD	a s e	ase-	46	a s e
3044	Cavinena	*andar	FOLD	n u	nuka	345	n u
3048	EseEjja	*andar	FOLD	n o	xa-no-či-ki-	345	n o
3040	ProtoTakana	*andar	FOLD	n u	nu-	345	n u
3041	Tacana	*andar	FOLD	n u	nu-a-ti-	345	n u
3329	Araona	*andar	FOLD	p u t i	putibu	378	p u t i
3332	Cavinena	*andar	FOLD	p u t i	puti	378	p u t i
3340	Chama	*andar	FOLD	p o k i	pókiani	378	p o k i
3337	EseEjja	*andar	FOLD	p o k i	poki-kwahi-	378	p o k i
3328	Maropa	*andar	FOLD	p u t i	púti	378	p u t i
3320	ProtoTakana	*andar	FOLD	p u t i	puti	378	p u t i
3327	Reyesano	*andar	FOLD	p u t i	puti-he	378	p u t i
3321	Tacana	*andar	FOLD	p u t i	puti-	378	p u t i
#
2025	Araona	*comida	FOOD	j a n a	jana	234	j a n a
2024	Maropa	*comida	FOOD	j a n a	jana	234	j a n a
#
4305	Araona	*pié	FOOT	u a t	euatsi	466	u a t -
4315	Arasa	*pié	FOOT	h a t i	e-huatise	466	h a t i
4307	Cavinena	*pié	FOOT	w a tʃ i	e-wači	466	w a tʃ i
4311	EseEjja	*pié	FOOT	w a s i	e-wasi	466	w a s i
4306	Mabenaro	*pié	FOOT	w a ts i	iwatsi	466	w a ts i
4303	Maropa	*pié	FOOT	β a tʂ i	evatri	466	β a tʂ i
4297	ProtoTakana	*pié	FOOT	w a ʈʂ i	wac̣i	466	w a ʈʂ i
4301	Reyesano	*pié	FOOT	w a ts i	e-waci	466	w a ts i
4304	Sapibokona	*pié	FOOT	b a tʃ i	ebbachi	466	b a tʃ i
4298	Tacana	*pié	FOOT	w a ʈʂ i	e-waci	466	w a ʈʂ i
#
1048	Cavinena	*pie,pierna	FOOT OR LEG	ts a k a	e-caka	134	ts a k a
1050	EseEjja	*pie,pierna	FOOT OR LEG	s a x a	e-saxa	134	s a x a
1051	Huarayo	*pie,pierna	FOOT OR LEG	s a h a	akwi-saha	134	s a h a
1043	ProtoTakana	*pie,pierna	FOOT OR LEG	ʈʂ a k a	c̣aka	134	ʈʂ a k a
1047	Reyesano	*pie,pierna	FOOT OR LEG	ts a h a	e-caha	134	ts a h a
1044	Tacana	*pie,pierna	FOOT OR LEG	ʈʂ a h a	e-caha	134	ʈʂ a h a
#
323	Cavinena	*amigo	FRIEND	a t a	ata	48	a t a
321	ProtoTakana	*amigo	FRIEND	a t a	ata	48	a t a
322	Tacana	*amigo	FRIEND	a t a	ata	48	a t a
#
980	Cavinena	*rana,sapo	FROG	b o r o r o	bororo	132	b o r o r o
981	EseEjja	*rana,sapo	FROG	b o ʔ o	boʔo-bakwa	132	b o ʔ o - -
976	ProtoTakana	*rana,sapo	FROG	b u ɽ u ɽ u	buřuřu	132	b u ɽ u ɽ u
979	Reyesano	*rana,sapo	FROG	m.b o r o r o	mbororo	132	m.b o r o r o
977	Tacana	*rana,sapo	FROG	b u r u r u	bururu	132	b u r u r u
4420	Cavinena	*rana	FROG	w a w a	wawa	477	w a w a
4418	ProtoTakana	*rana	FROG	w a w a	wawa	477	w a w a
4419	Tacana	*rana	FROG	w a w a	wawa	477	w a w a
#
1965	Cavinena	*fruta	FRUIT	k a k a	e-kaka	230	k a k a
1967	EseEjja	*fruta	FRUIT	x a x a	e-xaxa	230	x a x a
1972	Huarayo	*fruta	FRUIT	h a h a	haha	230	h a h a
1961	ProtoTakana	*fruta	FRUIT	k a k a	kaka	230	k a k a
1964	Reyesano	*fruta	FRUIT	h a h a	e-haha	230	h a h a
1962	Tacana	*fruta	FRUIT	h a h a	e-haha	230	h a h a
#
2193	Cavinena	*freir	FRY	kʷ a r a r a	kwarara-isa	264	kʷ a r a r a
2191	ProtoTakana	*freir	FRY	kʷ a ɽ a ɽ a	kwařařa	264	kʷ a ɽ a ɽ a
2192	Tacana	*freir	FRY	kʷ a r a r a	kwarara-	264	kʷ a r a r a
#
904	Cavinena	*basura	GARBAGE	b o b o	e-bobo-ki	123	b o b o
902	ProtoTakana	*basura	GARBAGE	b u b u	bubu	123	b u b u
903	Tacana	*basura	GARBAGE	b u b u	bubu	123	b u b u
#
3935	Cavinena	*dar	GIVE	t i a	tia-	426	t i a
3942	EseEjja	*dar	GIVE	k i a	kia-	426	k i a
3945	Huarayo	*dar	GIVE	k i a	kia-	426	k i a
3934	Maropa	*dar	GIVE	t i a	tiana	426	t i a
3928	ProtoTakana	*dar	GIVE	t i a	tia-	426	t i a
3933	Reyesano	*dar	GIVE	t i a	tia-he-teʔeme	426	t i a
3929	Tacana	*dar	GIVE	t i a	tia-	426	t i a
#
2169	Arasa	*ir	GO	k a	ekuahi-kuahi	254	k a
2162	Cavinena	*ir	GO	kʷ a	kwa-	254	kʷ a
2164	EseEjja	*ir	GO	kʷ a	kwaʔa	254	kʷ a
2168	Huarayo	*ir	GO	kʷ a	kwaʔa	254	kʷ a
2158	ProtoTakana	*ir	GO	kʷ a	kwa-	254	kʷ a
2159	Tacana	*ir	GO	kʷ a	kwa-beca-	254	kʷ a
3341	ProtoTakana	*ir	GO	p u	pu+...	372	p u
3342	Tacana	*ir	GO	p u	pu-barere	372	p u
#
944	Cavinena	*bajar	GO DOWN (DESCEND)	b o t e	e-bote	130	b o t e
943	Guariza	*bajar	GO DOWN (DESCEND)	b u t e	anibuteni	130	b u t e
942	Maropa	*bajar	GO DOWN (DESCEND)	b o t i	animabotia	130	b o t i
937	ProtoTakana	*bajar	GO DOWN (DESCEND)	b u t e	bute	130	b u t e
938	Tacana	*bajar	GO DOWN (DESCEND)	b u t e	e-bute-hi	130	b u t e
#
2404	Cavinena	*salir,llegar	GO OUT	kʷ i n a	kwina-na-	278	kʷ i n a
2403	Guariza	*salir,llegar	GO OUT	k i n a	zacuinagigi	278	k i n a
2399	ProtoTakana	*salir,llegar	GO OUT	kʷ i n a	kwina	278	kʷ i n a
2400	Tacana	*salir,llegar	GO OUT	kʷ i n a	kwina-na-	278	kʷ i n a
#
3569	Araona	*bueno	GOOD	x a i	xaipiave	385	x a i
3570	Cavinena	*bueno	GOOD	h i	hi-da	385	h - i
3578	EseEjja	*bueno	GOOD	h a i	kea-hai	385	h a i
3568	Guariza	*bueno	GOOD	s a j	sayme	385	s a j
3567	Maropa	*bueno	GOOD	z a i	zaipibe	385	z a i
3557	ProtoTakana	*bueno	GOOD	s a i	sai-	385	s a i
3566	Reyesano	*bueno	GOOD	ð a i	dhai-me	385	ð a i
3558	Tacana	*bueno	GOOD	s a i	sai-da	385	s a i
#
1264	Cavinena	*grano	GRAIN	ts o	e-co-kaka	158	ts o
1266	EseEjja	*grano	GRAIN	ʃ o	e-ba-šo	158	ʃ o
1260	ProtoTakana	*grano	GRAIN	ʈʂ u	c̣u-	158	ʈʂ u
1261	Tacana	*grano	GRAIN	ʈʂ u	e-cu-ti	158	ʈʂ u
#
522	Araona	*abuelo	GRANDFATHER	b a b a	baba_xiodi	65	b a b a
524	Cavinena	*abuelo	GRANDFATHER	b a b a	baba-kwana	65	b a b a
529	Chama	*abuelo	GRANDFATHER	b a b a	bába	65	b a b a
527	EseEjja	*abuelo	GRANDFATHER	b a b a	baba	65	b a b a
519	ProtoTakana	*abuelo	GRANDFATHER	b a b a	baba	65	b a b a
520	Tacana	*abuelo	GRANDFATHER	b a b a	baba	65	b a b a
530	Tiatinahua	*abuelo	GRANDFATHER	b a b a	bapba	65	b a b a
#
4160	Araona	*nieta,nieto	GRANDSON	u ts e kʷ a	uitsekua	452	- - u ts e kʷ a
4161	Cavinena	*nieta,nieto	GRANDSON	j + o ts e kʷ a	y-ocekwa-ke	452	j + o ts e kʷ a
4162	EseEjja	*nieta,nieto	GRANDSON	o s e kʷ a	osekwa	452	- - o s e kʷ a
4158	ProtoTakana	*nieta,nieto	GRANDSON	u ʈʂ e kʷ a	ucekwa	452	- - u ʈʂ e kʷ a
4159	Tacana	*nieta,nieto	GRANDSON	u ʈʂ e kʷ a	ucekwa	452	- - u ʈʂ e kʷ a
#
3463	Cavinena	*rallar,raspar	GRATE (SOMETHING)	r e kʷ e	rekwe-takina	517	r e kʷ e
3464	EseEjja	*rallar,raspar	GRATE (SOMETHING)	j e kʷ e	yekwe-	517	j e kʷ e
3459	ProtoTakana	*rallar,raspar	GRATE (SOMETHING)	ɽ e kʷ e	řekwe	517	ɽ e kʷ e
3460	Tacana	*rallar,raspar	GRATE (SOMETHING)	r e k e	reke-	517	r e k e
#
2822	Cavinena	*crecer	GROW	m u r u	muru-ta	324	m u r u
2817	ProtoTakana	*crecer	GROW	m u ɽ u	muřu	324	m u ɽ u
2818	Tacana	*crecer	GROW	m u r u	muru-	324	m u r u
#
967	Cavinena	*guayaba (árbol)	GUAVA	b o r e β e	borewe	128	b o r e β e
965	ProtoTakana	*guayaba (árbol)	GUAVA	b u r e w e	burewe	128	b u r e w e
966	Tacana	*guayaba (árbol)	GUAVA	b u r e	bure	128	b u r e - -
#
1015	Cavinena	*cabello	HAIR (HEAD)	ts a r u	caru-kihu	136	ts a r u
1018	EseEjja	*cabello	HAIR (HEAD)	s a w o	sawomá	136	s a w o
1010	ProtoTakana	*cabello	HAIR (HEAD)	ʈʂ a r u	c̣aru	136	ʈʂ a r u
1012	Sapibokona	*cabello	HAIR (HEAD)	tʃ a u	echau	136	tʃ a - u
1011	Tacana	*cabello	HAIR (HEAD)	ʈʂ a u	e-cau-nu	136	ʈʂ a - u
#
2665	Araona	*mano	HAND	m e	eme	303	m e
2691	Huarayo	*mano	HAND	m e	e-mé_bañenei	303	m e
2661	Maropa	*mano	HAND	m e	eme	303	m e
2663	Sapibokona	*mano	HAND	m e	emè	303	m e
2647	Tacana	*mano	HAND	m e	me-ri-	303	m e
#
539	Cavinena	*colgar	HANG UP	b a d e	bade-	69	b a d e
541	EseEjja	*colgar	HANG UP	b a ʔ e	baʔe-wana-sowa-	69	b a ʔ e
546	Huarayo	*colgar	HANG UP	b a e	bae-bana	69	b a - e
537	ProtoTakana	*colgar	HANG UP	b a d e	bade-	69	b a d e
538	Tacana	*colgar	HANG UP	b a d i	badi-a-na-	69	b a d i
#
753	Cavinena	*feliz,alegre,contento	HAPPY	b i	bi-bi-a-ki	99	b - i
754	EseEjja	*feliz,alegre,contento	HAPPY	b e i	kea-bei-nee	99	b e i
746	ProtoTakana	*feliz,alegre,contento	HAPPY	b e i	bei	99	b e i
747	Tacana	*feliz,alegre,contento	HAPPY	b e i	bei-da-hi	99	b e i
#
2835	Cavinena	*sombrero	HAT	m o t i r o	motiro	322	m o t i r o
2833	ProtoTakana	*sombrero	HAT	m u t i ɽ u	mutiřu	322	m u t i ɽ u
2834	Tacana	*sombrero	HAT	m u t i r u	mutiru	322	m u t i r u
#
1054	EseEjja	*cabeza	HEAD	s a p a	e-sapa	135	s a p a
1062	Huarayo	*cabeza	HEAD	s a p a	e-sapa	135	s a p a
1052	ProtoTakana	*cabeza	HEAD	ʈʂ a p a	c̣apa	135	ʈʂ a p a
1053	Tacana	*cabeza	HEAD	ʈʂ a p o	e-capona	135	ʈʂ a p o
4601	Araona	*cabeza	HEAD	tʃ u a	echua	494	tʃ u - a
4618	Arasa	*cabeza	HEAD	o ʃ a	éoša	494	- o ʃ a
4609	Cavinena	*cabeza	HEAD	j u k a	yuka-apu	494	j u k a
4613	EseEjja	*cabeza	HEAD	w o x a	e-woxa	494	w o x a
4616	Huarayo	*cabeza	HEAD	j o h a	e-yoha	494	j o h a
4602	Mabenaro	*cabeza	HEAD	j o a	iyoa	494	j o - a
4599	Maropa	*cabeza	HEAD	tʃ u x a	e-čuxa	494	tʃ u x a
4588	ProtoTakana	*cabeza	HEAD	j u k a	yuka	494	j u k a
4598	Reyesano	*cabeza	HEAD	tʃ o h a	e-čoha	494	tʃ o h a
4600	Sapibokona	*cabeza	HEAD	tʃ u a	echua	494	tʃ u - a
